filename,ssim,psnr,status
EHG0494849__X15__Y45.jpg,0.929787,24.471742,ok
EHG0494849__X18__Y06.jpg,0.970696,26.740354,ok
EHG0494849__X18__Y45.jpg,0.943911,23.838418,ok
EHG0494849__X1B__Y06.jpg,0.972534,28.243032,ok
EHG0494849__X1E__Y06.jpg,0.911938,23.467949,ok
EHG0494849__X21__Y06.jpg,0.912143,23.886717,ok
EHG0494849__X24__Y06.jpg,0.895674,23.186862,ok
EHG0494849__X27__Y06.jpg,0.938745,25.464409,ok
EHG0494849__X27__Y45.jpg,0.937711,23.574340,ok
EHG0494849__X39__Y1B.jpg,0.901533,22.958045,ok
EHG0494850__X0C__Y21.jpg,0.926491,24.043558,ok
EHG0494850__X0C__Y2D.jpg,0.944685,24.088411,ok
EHG0494850__X0F__Y1E.jpg,0.881860,24.958454,ok
EHG0494850__X0F__Y21.jpg,0.931160,26.346701,ok
EHG0494850__X0F__Y24.jpg,0.833415,22.422542,ok
EHG0494850__X12__Y1B.jpg,0.786250,22.203403,ok
EHG0494850__X21__Y45.jpg,0.901581,23.797984,ok
EHG0494850__X27__Y45.jpg,0.930330,23.650114,ok
EHG0494850__X2A__Y45.jpg,0.911886,25.561972,ok
EHG0494850__X2D__Y45.jpg,0.967923,27.354761,ok
EHG0494850__X30__Y42.jpg,0.900945,24.753050,ok
EHG0494850__X30__Y45.jpg,0.972347,24.286052,ok
EHG0494850__X42__Y33.jpg,0.968344,25.977421,ok
EHG0494850__X45__Y27.jpg,0.961134,24.642615,ok
EHG0494850__X45__Y33.jpg,0.964856,26.740575,ok
EHG0494853__X06__Y1B.jpg,0.960448,26.010225,ok
EHG0494853__X06__Y1E.jpg,0.962412,27.951011,ok
EHG0494853__X06__Y21.jpg,0.923944,26.665386,ok
EHG0494853__X06__Y24.jpg,0.871786,24.150313,ok
EHG0494853__X06__Y27.jpg,0.873396,22.808166,ok
EHG0494853__X06__Y2D.jpg,0.885793,22.906224,ok
EHG0494853__X06__Y30.jpg,0.944679,25.178411,ok
EHG0494853__X06__Y36.jpg,0.965314,24.357058,ok
EHG0494853__X09__Y24.jpg,0.836157,22.507530,ok
EHG0494853__X09__Y27.jpg,0.911307,24.847210,ok
EHG0494853__X09__Y2D.jpg,0.930105,24.816576,ok
EHG0494853__X09__Y30.jpg,0.820672,23.673387,ok
