filename,ssim,psnr,status
EES0429240__X0F__Y2D.jpg,0.859190,27.248793,ok
EES0429240__X12__Y12.jpg,0.890041,31.427715,ok
EES0429240__X12__Y15.jpg,0.800477,24.208087,ok
EES0429240__X12__Y18.jpg,0.723292,22.168724,ok
EES0429240__X12__Y30.jpg,0.771767,25.507703,ok
EES0429240__X12__Y33.jpg,0.868874,28.020243,ok
EES0429240__X15__Y0F.jpg,0.782205,24.816788,ok
EES0429240__X15__Y36.jpg,0.859849,26.897254,ok
EES0429240__X15__Y39.jpg,0.909632,30.041295,ok
EES0429240__X18__Y0C.jpg,0.788156,25.572359,ok
EES0429240__X18__Y39.jpg,0.804452,23.865736,ok
EES0429240__X1B__Y09.jpg,0.919463,33.918482,ok
EES0429240__X1B__Y0C.jpg,0.786942,25.683968,ok
EES0429240__X1B__Y3C.jpg,0.903968,31.523121,ok
EES0429240__X1E__Y09.jpg,0.855164,28.427907,ok
EES0429240__X1E__Y3C.jpg,0.838431,26.036034,ok
EES0429240__X21__Y06.jpg,0.861684,25.392058,ok
EES0429240__X21__Y3F.jpg,0.882581,28.133476,ok
EES0429240__X24__Y06.jpg,0.835483,27.758674,ok
EES0429240__X24__Y3F.jpg,0.832428,24.726043,ok
EES0429240__X27__Y06.jpg,0.712102,22.142135,ok
EES0429240__X27__Y3F.jpg,0.771542,22.137222,ok
EES0429240__X2A__Y03.jpg,0.876072,28.293963,ok
EES0429240__X2A__Y06.jpg,0.803856,23.479136,ok
EES0429240__X2A__Y3F.jpg,0.790438,22.013558,ok
EES0429240__X2A__Y42.jpg,0.903834,26.462221,ok
EES0429240__X2D__Y06.jpg,0.771574,23.047345,ok
EES0429240__X30__Y06.jpg,0.820724,24.054925,ok
EES0429240__X33__Y06.jpg,0.877557,26.307623,ok
EES0429240__X33__Y3F.jpg,0.838919,25.214767,ok
EES0429240__X36__Y06.jpg,0.894962,29.510936,ok
EES0429240__X36__Y09.jpg,0.738916,21.816600,ok
EES0429240__X36__Y36.jpg,0.763851,23.500810,ok
EES0429240__X36__Y39.jpg,0.796578,23.134471,ok
EES0429240__X36__Y3C.jpg,0.765475,22.479101,ok
EES0429240__X39__Y09.jpg,0.879662,27.978438,ok
EES0429240__X39__Y33.jpg,0.771160,22.050702,ok
EES0429240__X39__Y36.jpg,0.760661,21.807287,ok
EES0429240__X39__Y39.jpg,0.801762,22.541676,ok
EES0429240__X39__Y3C.jpg,0.779501,22.624154,ok
EES0429240__X3C__Y09.jpg,0.928688,32.793642,ok
EES0429240__X3C__Y0C.jpg,0.839413,24.778358,ok
EES0429240__X3C__Y33.jpg,0.776835,23.238037,ok
EES0429240__X3C__Y36.jpg,0.812138,22.332421,ok
EES0429240__X3C__Y39.jpg,0.806938,22.640393,ok
EES0429240__X3F__Y0C.jpg,0.900429,29.692360,ok
EES0429240__X3F__Y0F.jpg,0.803532,23.806786,ok
EES0429240__X3F__Y2A.jpg,0.735052,22.162256,ok
EES0429240__X3F__Y30.jpg,0.817244,24.960845,ok
EES0429240__X42__Y0F.jpg,0.921778,31.291996,ok
EES0429240__X42__Y12.jpg,0.885724,27.227533,ok
EES0429240__X42__Y18.jpg,0.806952,23.034654,ok
EES0429240__X42__Y27.jpg,0.814962,22.382179,ok
EES0429240__X42__Y2D.jpg,0.817913,22.614704,ok
EES0429240__X42__Y30.jpg,0.855892,24.107677,ok
