filename,ssim,psnr,status
EES0429209__X24__Y3F.jpg,0.905698,22.455943,ok
EES0429209__X27__Y06.jpg,0.887188,24.097772,ok
EES0429209__X2A__Y06.jpg,0.833193,21.945436,ok
EES0429209__X2D__Y06.jpg,0.853104,21.038619,ok
EES0429209__X30__Y06.jpg,0.862202,23.513104,ok
EES0429209__X33__Y3F.jpg,0.809629,21.344137,ok
EES0429209__X36__Y03.jpg,0.925218,26.226121,ok
EES0429209__X36__Y09.jpg,0.629786,17.560214,ok
EES0429209__X39__Y09.jpg,0.833954,18.217372,ok
EES0429209__X39__Y3C.jpg,0.822200,22.648286,ok
EES0429209__X42__Y12.jpg,0.772942,19.421343,ok
EES0429209__X45__Y15.jpg,0.883803,22.008814,ok
EES0429209__X45__Y30.jpg,0.749111,19.997199,ok
EES0429209__X45__Y45.jpg,0.872434,18.481444,ok
EES0429209__X48__Y18.jpg,0.915058,24.306484,ok
EES0429209__X48__Y1B.jpg,0.892585,21.969716,ok
EES0429209__X48__Y1E.jpg,0.934015,24.956674,ok
EES0429209__X48__Y21.jpg,0.789499,20.059188,ok
EES0429209__X48__Y24.jpg,0.648158,17.498325,ok
EES0429209__X48__Y27.jpg,0.776181,19.739266,ok
EES0429209__X48__Y2A.jpg,0.772187,17.189189,ok
EES0429210__X0F__Y1B.jpg,0.910022,25.626962,ok
EES0429210__X0F__Y2A.jpg,0.613199,15.896476,ok
EES0429210__X0F__Y2D.jpg,0.708841,17.359715,ok
EES0429210__X12__Y12.jpg,0.903273,22.409975,ok
EES0429210__X12__Y15.jpg,0.841989,21.524816,ok
EES0429210__X12__Y18.jpg,0.893575,22.819697,ok
EES0429210__X12__Y1B.jpg,0.705874,17.602441,ok
EES0429210__X12__Y1E.jpg,0.605570,14.916030,ok
EES0429210__X12__Y24.jpg,0.711152,17.017819,ok
EES0429210__X12__Y27.jpg,0.687618,16.352738,ok
EES0429210__X12__Y30.jpg,0.818992,21.241014,ok
EES0429210__X12__Y36.jpg,0.824949,19.803146,ok
EES0429210__X15__Y12.jpg,0.730055,18.317468,ok
EES0429210__X15__Y18.jpg,0.628709,15.851772,ok
EES0429210__X15__Y1B.jpg,0.626304,15.372925,ok
EES0429210__X15__Y21.jpg,0.646732,16.716473,ok
EES0429210__X15__Y27.jpg,0.598349,15.478594,ok
EES0429210__X15__Y30.jpg,0.626199,16.102727,ok
EES0429210__X15__Y33.jpg,0.843808,21.503905,ok
EES0429210__X15__Y36.jpg,0.708029,16.820134,ok
EES0429210__X18__Y0F.jpg,0.801744,20.529526,ok
EES0429210__X18__Y1E.jpg,0.666036,16.795198,ok
EES0429210__X18__Y21.jpg,0.622134,15.353504,ok
EES0429210__X18__Y33.jpg,0.695993,17.707165,ok
EES0429210__X18__Y36.jpg,0.843817,23.052400,ok
EES0429210__X18__Y39.jpg,0.914990,24.949133,ok
EES0429210__X1B__Y0C.jpg,0.764402,19.938675,ok
EES0429210__X1B__Y36.jpg,0.633887,16.565472,ok
EES0429210__X1B__Y39.jpg,0.698344,17.281608,ok
EES0429210__X1E__Y09.jpg,0.873887,20.970565,ok
EES0429210__X1E__Y33.jpg,0.616881,16.846268,ok
EES0429210__X1E__Y3C.jpg,0.829138,21.799523,ok
EES0429210__X21__Y3C.jpg,0.704935,18.153433,ok
EES0429210__X24__Y3F.jpg,0.949701,28.661620,ok
EES0429210__X27__Y3F.jpg,0.808784,20.271048,ok
EES0429210__X2A__Y09.jpg,0.667972,17.189549,ok
EES0429210__X2A__Y3F.jpg,0.691949,18.386387,ok
EES0429210__X2D__Y3C.jpg,0.753825,19.799190,ok
EES0429210__X2D__Y3F.jpg,0.700703,17.774049,ok
EES0429210__X30__Y09.jpg,0.949448,29.745589,ok
EES0429210__X30__Y3C.jpg,0.765935,20.288014,ok
EES0429210__X36__Y33.jpg,0.741644,19.032135,ok
EES0429210__X36__Y36.jpg,0.765634,19.773638,ok
EES0429210__X36__Y39.jpg,0.817758,20.461146,ok
EES0429210__X39__Y36.jpg,0.816983,20.675529,ok
EES0429210__X39__Y39.jpg,0.769350,18.855406,ok
EES0429210__X3C__Y2A.jpg,0.759265,18.553739,ok
EES0429210__X3F__Y30.jpg,0.891856,23.700189,ok
EES0429210__X42__Y21.jpg,0.731925,16.576741,ok
EES0429210__X42__Y2A.jpg,0.873934,24.729768,ok
EES0429211__X0C__Y12.jpg,0.927055,27.042400,ok
EES0429211__X0C__Y1E.jpg,0.807215,18.719458,ok
EES0429211__X0F__Y18.jpg,0.759818,16.869491,ok
EES0429211__X0F__Y1B.jpg,0.806700,18.814977,ok
EES0429211__X0F__Y24.jpg,0.755575,17.613960,ok
EES0429211__X0F__Y27.jpg,0.791614,18.195633,ok
EES0429211__X12__Y0F.jpg,0.951108,32.420263,ok
EES0429211__X12__Y2D.jpg,0.767927,17.894602,ok
EES0429211__X12__Y33.jpg,0.918110,26.099029,ok
EES0429211__X15__Y0C.jpg,0.768357,16.111717,ok
EES0429211__X15__Y36.jpg,0.879031,21.294888,ok
EES0429211__X18__Y06.jpg,0.880894,23.538966,ok
EES0429211__X18__Y36.jpg,0.879633,23.008547,ok
EES0429211__X18__Y39.jpg,0.849507,20.409026,ok
EES0429211__X1B__Y3C.jpg,0.829091,22.285486,ok
EES0429211__X1E__Y03.jpg,0.900630,22.426438,ok
EES0429211__X1E__Y39.jpg,0.831498,19.461480,ok
EES0429211__X27__Y3C.jpg,0.753298,16.923510,ok
EES0429211__X27__Y3F.jpg,0.950127,28.620044,ok
EES0429211__X2A__Y3C.jpg,0.797915,18.927023,ok
EES0429211__X2A__Y3F.jpg,0.924875,24.432294,ok
EES0429211__X30__Y3C.jpg,0.833954,20.731315,ok
EES0429211__X33__Y03.jpg,0.846422,19.141120,ok
EES0429211__X36__Y03.jpg,0.900605,23.531966,ok
EES0429211__X36__Y39.jpg,0.716415,16.792978,ok
EES0429211__X39__Y06.jpg,0.806812,17.662240,ok
EES0429211__X39__Y39.jpg,0.898310,23.597188,ok
EES0429211__X3C__Y36.jpg,0.901676,23.442940,ok
EES0429211__X3F__Y33.jpg,0.898959,24.040199,ok
EES0429211__X42__Y0F.jpg,0.873029,21.806237,ok
EES0429211__X42__Y30.jpg,0.889034,22.457772,ok
EES0429211__X45__Y15.jpg,0.778177,17.654677,ok
EES0429211__X45__Y2A.jpg,0.888072,21.536838,ok
EES0429212__X0F__Y1E.jpg,0.902445,21.981008,ok
EES0429212__X12__Y12.jpg,0.773566,17.608304,ok
EES0429212__X12__Y18.jpg,0.749569,17.825929,ok
EES0429212__X12__Y1B.jpg,0.728753,17.753575,ok
EES0429212__X12__Y1E.jpg,0.937004,26.559342,ok
EES0429212__X12__Y21.jpg,0.759871,17.558494,ok
EES0429212__X12__Y24.jpg,0.815554,19.406215,ok
EES0429212__X12__Y2A.jpg,0.887384,24.239153,ok
EES0429212__X15__Y12.jpg,0.815041,19.489643,ok
EES0429212__X15__Y15.jpg,0.697912,15.953761,ok
EES0429212__X15__Y18.jpg,0.744541,16.464392,ok
EES0429212__X15__Y1B.jpg,0.676854,15.798132,ok
EES0429212__X15__Y21.jpg,0.745011,16.592373,ok
EES0429212__X15__Y24.jpg,0.624932,15.684238,ok
EES0429212__X15__Y27.jpg,0.685031,16.479080,ok
EES0429212__X15__Y2A.jpg,0.874806,21.866441,ok
EES0429212__X15__Y33.jpg,0.745482,19.070353,ok
EES0429212__X18__Y0C.jpg,0.737011,17.710561,ok
EES0429212__X18__Y12.jpg,0.788372,17.461680,ok
EES0429212__X18__Y18.jpg,0.705311,17.006563,ok
EES0429212__X18__Y1B.jpg,0.736829,16.152361,ok
EES0429212__X18__Y24.jpg,0.803404,19.056205,ok
EES0429212__X1B__Y09.jpg,0.719660,17.120846,ok
EES0429212__X1B__Y0F.jpg,0.721355,18.370871,ok
EES0429212__X1B__Y12.jpg,0.830640,19.725344,ok
EES0429212__X1B__Y15.jpg,0.803635,19.909324,ok
EES0429212__X1B__Y1B.jpg,0.747133,17.998103,ok
EES0429212__X1B__Y1E.jpg,0.794207,20.895639,ok
EES0429212__X1B__Y21.jpg,0.876878,22.295593,ok
EES0429212__X1B__Y24.jpg,0.837130,21.122930,ok
EES0429212__X1E__Y24.jpg,0.813847,21.355398,ok
EES0429212__X1E__Y2D.jpg,0.705914,18.398526,ok
EES0429212__X1E__Y30.jpg,0.712500,16.578792,ok
EES0429212__X1E__Y33.jpg,0.823936,19.005228,ok
EES0429212__X1E__Y36.jpg,0.823534,18.476410,ok
EES0429212__X21__Y06.jpg,0.704342,18.120884,ok
EES0429212__X24__Y2A.jpg,0.765584,17.768528,ok
EES0429212__X24__Y2D.jpg,0.785099,19.175359,ok
EES0429212__X24__Y30.jpg,0.749266,16.974397,ok
EES0429212__X27__Y21.jpg,0.668517,16.667156,ok
EES0429212__X27__Y2A.jpg,0.718969,16.812064,ok
EES0429212__X27__Y2D.jpg,0.693376,17.176193,ok
EES0429212__X2A__Y2D.jpg,0.800451,19.616545,ok
EES0429212__X2D__Y2A.jpg,0.804596,20.356845,ok
EES0429212__X2D__Y30.jpg,0.745617,18.183481,ok
EES0429212__X30__Y24.jpg,0.755133,18.744740,ok
EES0429212__X30__Y33.jpg,0.791820,18.800957,ok
EES0429212__X30__Y36.jpg,0.650777,15.968460,ok
EES0429212__X30__Y39.jpg,0.790351,18.759792,ok
EES0429212__X33__Y24.jpg,0.860367,21.727445,ok
EES0429212__X33__Y2D.jpg,0.783435,19.137895,ok
EES0429212__X33__Y33.jpg,0.718894,16.888147,ok
EES0429212__X33__Y39.jpg,0.784415,18.378124,ok
EES0429212__X33__Y3C.jpg,0.725525,16.400007,ok
EES0429212__X36__Y18.jpg,0.815342,19.552888,ok
EES0429212__X36__Y21.jpg,0.713106,16.320667,ok
EES0429212__X36__Y24.jpg,0.852651,22.786702,ok
EES0429212__X36__Y27.jpg,0.647446,16.143290,ok
EES0429212__X36__Y2A.jpg,0.677806,17.659215,ok
EES0429212__X36__Y30.jpg,0.808481,20.969038,ok
EES0429212__X36__Y33.jpg,0.628913,15.885889,ok
EES0429212__X36__Y36.jpg,0.729378,16.519002,ok
EES0429212__X36__Y39.jpg,0.781689,19.580465,ok
EES0429212__X36__Y3C.jpg,0.936411,26.732344,ok
EES0429212__X39__Y24.jpg,0.754393,19.862953,ok
EES0429212__X39__Y27.jpg,0.730106,17.409192,ok
EES0429212__X39__Y30.jpg,0.842675,22.691320,ok
EES0429212__X3C__Y33.jpg,0.712893,18.964129,ok
EES0429212__X3F__Y30.jpg,0.711423,16.566326,ok
